district,state,pop_below_15,sex_ratio,sex_ratio_birth,hh_elec,hh_drnk_water,hh_sanitation,hh_fuel,hh_salt,hh_health_insurance,women_10yr_school,women_premarried,women_earlymother,women_menstrual,fam_contra,fam_modern_contra,fam_female_ster,fam_IUD,fam_pill,fam_condom,fam_injectibles,fam_unmet_need,fam_healthworkers,fam_sideeffects,mother_antenatal,mother_neonatal,mother_folic,mother_MCP,delivery_expense,institutional_birth,births_csection,child_vaccinated,child_public_vaccinated,child_private_vaccinated,child_diarrhoea,child_resp,child_diet,child_stunted,child_wasted,child_severely_wasted,child_underwght,child_overwght,women_lowBMI,women_highBMI,women_high_wh,child_anaemic,women_anaemic,young_women_anaemic,women_highBS,men_highBS,women_highBP,men_highBP,women_cervical,women_breast,women_oral,women_tobbaco,men_tobbaco,women_alc,men_alc,HDI,st,dc,form_edu_mean,form_edu_median,ern_reg_mean,ern_self_mean,age_group_age_<18,age_group_age_18-35,age_group_age_35-60,age_group_age_60+,marst_1,marst_2,marst_3,gedu_lvl_1,gedu_lvl_5,gedu_lvl_6,gedu_lvl_7,gedu_lvl_8,gedu_lvl_10,gedu_lvl_12,gedu_lvl_13,tedu_lvl_1,voc_1.0,voc_2.0,voc_3.0,voc_4.0,voc_6.0,voc_typ_3.0,voc_fund_2.0,has_sas_1,has_sas_2,loc_pas_11.0,loc_pas_14.0,loc_pas_16.0,loc_pas_18.0,loc_pas_19.0,loc_pas_24.0,loc_pas_26.0,loc_pas_28.0,loc_pas_99.0,etyp_pas_1.0,etyp_pas_2.0,etyp_pas_5.0,wrkr_pas_1.0,wrkr_pas_2.0,wrkr_pas_3.0,wrkr_pas_4.0,job_pas_1.0,job_pas_4.0,leave_pas_1.0,leave_pas_2.0,ssec_pas_7.0,ssec_pas_8.0,ecoprd_pas_2.0,ecoprd_pas_3.0,etyp_sas_1.0,etyp_sas_2.0,wrkr_sas_1.0,ecoprd_sas_3.0,wrk_365_1.0,dur_pas_2.0,dur_pas_3.0,dur_pas_4.0,dur_pas_5.0,dur_sas_4.0,dur_sas_5.0,eff_pas_1.0,dur_unp_3.0,evr_wrk_1.0,evr_wrk_2.0,acws_11,acws_12,acws_21,acws_31,acws_51,acws_81,acws_91,acws_92,acws_94,acws_95,acws_97,acws_99,marst_4,gedu_lvl_11,loc_pas_10.0,etyp_pas_8.0,dur_sas_3.0,job_sas_1.0,leave_sas_2.0,ssec_sas_8.0,acws_93,hh_size_mean,hh_size_median,hce1_mean,hce1_median,hce2_mean,hce3_mean,hce3_median,hce4_mean,hce4_median,hce5_mean,hce5_median,hce_tot_mean,hce_tot_median,mult_total,relg_2_pct,relg_1_pct,sg_9_pct,sg_3_pct,sg_1_pct,sg_2_pct
Prakasam,Andhra Pradesh,23.08,1010.57,837.05,99.27,98.57,78.43,90.78,85.46,67.58,34.54,37.28,16.42,86.64,68.96,68.72,68.72,0.0,0.0,0.0,0.0,4.8,25.41,18.91,73.4,92.23,51.78,92.84,*,18.11,54.15,*,*,*,7.88,2.88,13.44,22.56,8.73,3.32,24.65,5.13,14.39,39.48,50.48,62.61,60.43,64.82,23.2,30.15,27.83,33.04,4.06,0.23,9.95,2.22,28.22,0.28,19.04,0.868,28.0,8.0,5.38588799459111,7.0,1189.759339988439,2095.7857795787445,0.2889672713773447,0.1982411112473469,0.3556950792256816,0.1570965381496267,0.3690297926005674,0.5092050398452197,0.1179421325433172,0.3110982044153608,0.1936567258731331,0.1239323024630344,0.0995380455825032,0.1110199841455234,0.082936155575879,0.0491358120666952,0.0149588572888716,0.9647878275740112,0.004912229646375,0.0062926371458336,0.0302154229500441,0.0453477468214819,0.9132319634362652,1.0,1.0,0.2766773964949011,0.7233226035050989,0.0589255093959539,0.0354456007460202,0.1603910179498567,0.1684755867932319,0.0259220305181976,0.0548900572432752,0.1367311655933045,0.0783440310565278,,0.7933787931047397,0.0895037725804116,0.0730104347869243,0.6634523142405793,0.2180606877794307,0.0488459084990322,0.0696410894809578,0.9033586835929032,0.0898339758762662,0.100704295219383,0.8992957047806169,0.0818414027689917,0.9017271714220584,,0.7798918032936977,0.1318731404766149,0.034296124144695,0.120140422084275,0.6442966271167748,1.0,0.0016323098077454,0.0030813933878639,0.0510319443418548,0.9442543524625356,0.0273775464585862,0.9559982676610866,0.7513780066121146,0.224853925537679,0.2443566976601217,0.7556433023398783,0.1377538597071996,0.0092001918394168,0.052212546820108,0.0627673348279803,0.1667975894092451,0.0266933385672439,0.2376617164971794,0.0971340216979801,0.0827483434064649,0.004269325245647,0.0005471808561653,0.0738856207403098,0.0038230350108955,0.013723912588999,0.0501539005807063,0.0185678211303109,0.0048245350051679,1.0,1.0,1.0,0.0068749903666756,3.345163124027981,4.0,6942.5090170757085,7275.0,270.318753198979,359.0368898549631,250.0,10831.996795525189,12114.0,6222.159932831872,4695.0,8993.066870279086,9581.0,520984591,0.0178571428571428,0.9821428571428572,0.3630952380952381,0.3452380952380952,0.0238095238095238,0.2678571428571428
Kurnool,Andhra Pradesh,25.91,1044.64,917.86,99.88,97.88,73.48,78.08,70.41,73.32,33.38,36.94,12.37,78.86,70.03,70.03,69.46,0.0,0.15,0.41,0.0,2.11,20.65,22.19,74.25,91.27,43.34,95.55,2093.59,51.06,32.94,80.35,100,0,4.46,4.16,9.62,50.53,16.72,5.96,46.28,1.13,20.64,29.01,42.06,70.75,58.58,61.14,15.05,20.56,26.99,31.75,2.31,0.19,2.91,2.11,19.94,0.41,19.99,0.795,28.0,11.0,4.674090953974605,5.0,1455.626639499974,2005.9892499656364,0.3025969087908598,0.2778709896874938,0.3178813797115413,0.101650721810105,0.400706437366693,0.5322417781997274,0.0657817202910021,0.4882708869898523,0.0629987640929106,0.1084459865169633,0.1032464806079001,0.0914337921559054,0.06552390873211,0.067394075498312,0.007828958032935,0.9702978437995212,0.0181395566264212,0.0001440697398271,0.0139789203644287,0.0059553368975696,0.9322477121835954,0.4003656782441884,0.951088306889126,0.2224813860587703,0.7775186139412296,0.0276730976988673,0.0122062496650018,0.079547474930516,0.0707448238085442,0.0660900745729261,0.0715395102694832,0.3026584494687742,0.1393145133350073,0.0870639035795391,0.8871562917629928,0.0376979354744931,0.0305547016597216,0.8287178219904414,0.0860395303780588,0.0512875716828129,0.0339550759486869,0.8863447664785784,0.0179013749381627,0.1011207555562467,0.8988792444437532,0.0860733133461349,0.8943772912935861,,0.7883406733953939,0.7232404469422192,0.0192726916452554,0.6706782234223924,0.779522366815491,0.995918208151667,0.0105202728367807,0.0314473657503323,0.0312391378836286,0.9255581776373834,0.0066122212671656,0.9490013794045496,0.9295021631193852,0.489745522507499,0.2145205012551011,0.7854794987448989,0.1243629497713772,0.0176209796243376,0.0732543341118621,0.0910154710968181,0.0940286839097555,0.0489898396031717,0.2172132155956721,0.1326216994742779,0.0638185444483404,0.0033403344341016,0.0028966542667102,0.1066727466896168,0.0012700641425774,0.004671373425726,0.0220847476905558,0.024664067658002,0.0416030324073604,1.0,1.0,1.0,0.0016949641491094,4.142584980717182,4.0,9482.29438376895,9450.0,138.57334248519774,228.0615434771978,200.0,9594.885218890708,8825.0,3601.6838764703216,3500.0,10948.7272742052,10703.5,479418524,0.1778846153846154,0.8221153846153846,0.1682692307692307,0.7307692307692307,0.0144230769230769,0.0865384615384615
Anantapur,Andhra Pradesh,24.26,1047.36,881.3,99.61,98.8,71.25,86.42,88.6,73.24,31.25,37.29,13.6,95.01,67.58,67.58,67.15,0.0,0.0,0.13,0.0,6.35,21.9,36.42,66.61,97.52,38.54,100.0,2681.89,60.3,22.16,96.61,91.79,8.21,2.51,2.63,2.91,35.96,19.32,4.02,40.59,0.3,21.85,29.33,46.26,55.75,50.45,50.0,14.2,16.75,23.41,26.67,1.01,0.37,4.01,5.03,20.54,0.55,16.84,0.847,28.0,12.0,5.2818685348695995,7.0,1133.2767712017962,2204.5562475783618,0.2776410936372436,0.2724355729854421,0.3457928965669908,0.1041304368103234,0.3725690477622567,0.5537666089919792,0.0709525149207666,0.4050049172257715,0.0709975506816526,0.1447607461995225,0.139993317582608,0.1057593578647724,0.0552978421745287,0.0525283936309705,0.0178353687128988,0.9623713529465112,,,,,0.9758485126950917,,,0.1896803016203321,0.8103196983796679,,0.0318254210033124,0.1653136434923002,0.0065358268771063,0.1141769169173115,0.0421522592105284,0.1269748776078141,0.2518743705883323,,0.8354422370470641,0.1012384397452701,0.0515597569481129,0.6115069813969842,0.2621754526974484,0.0720134665842941,0.0543040993212732,0.9479640635259896,0.0520359364740104,0.0583459007331544,0.9416540992668456,0.0084318010365197,0.95216820631022,0.0153172443101383,0.9160268558532716,0.4790368693081832,0.1601406317565368,0.4556229209009759,0.8688793071741979,0.9993085528712524,0.0084665919566281,0.0105787479152717,0.0317974430608417,0.9491572170672584,,1.0,1.0,0.3837077568816628,0.1737178565840274,0.8262821434159726,0.1720636731651103,0.0022243165764088,0.0616885720093083,0.0708415690820084,0.1726220212142191,0.0357797660530888,0.2219651419547209,0.1061209367990921,0.064841599111806,0.0029833832070979,0.0035765336984439,0.072808671048979,0.0027118283249974,0.0078225059272745,0.1040595381567058,0.0117595662595526,,1.0,1.0,1.0,,3.729149472151425,4.0,7005.169839146775,7000.0,193.80153450308168,311.9942055884619,280.0,10100.51560034204,9700.0,3252.0509766998366,2000.0,8623.68970257657,8525.0,480168863,0.0294117647058823,0.9705882352941176,0.25,0.5661764705882353,0.0220588235294117,0.1617647058823529
Chittoor,Andhra Pradesh,22.59,1024.32,1019.3,99.74,98.46,74.62,86.63,85.53,70.66,40.33,28.06,19.73,94.66,69.04,68.87,67.86,0.0,0.0,0.84,0.0,6.0,21.31,29.13,65.28,97.79,43.68,98.18,2532.61,66.53,26.44,87.49,100,0.01,4.78,3.08,5.96,27.06,14.82,6.25,27.91,0.5,20.13,33.41,41.66,54.87,51.8,43.9,17.15,22.42,22.73,27.06,2.23,0.26,3.95,4.3,18.7,0.43,18.3,0.875,28.0,13.0,6.464646540971205,8.0,2273.750176226969,2160.1285533731916,0.2527271984361785,0.2602842219431426,0.3189915681958343,0.1679970114248444,0.3598339241902689,0.5207940054229662,0.1143027235356502,0.2976965078931715,0.0850642089025133,0.129355104419395,0.170649015195852,0.1120882435992861,0.0852082448788073,0.0837333026735339,0.0303744856860913,0.9725577311098996,0.0370006655505888,0.0190424015040693,0.0700224389882539,0.0465830236296837,0.7883876885537776,0.9038839639222048,0.9038839639222048,0.1737239495515141,0.826276050448486,0.0348301539066204,0.0948695356347788,0.1557416206607733,0.1022980464736134,0.0566650125445836,0.056627964361706,0.264688450290672,,0.0140257298417952,0.6991657906166157,0.1242939791920494,0.0812987138399956,0.7187457515792945,0.0637146560910433,0.0939009016079912,0.1236386907216708,0.8649226087491357,0.1096819500349644,0.2540006389563606,0.7459993610436394,0.1087555101180241,0.7616646405388132,0.0495440002409962,0.7999418809377776,0.7195561755641421,0.1624917666730726,0.7999206093806522,0.6890537896614236,1.0,0.0144159289910094,0.0299627855934835,0.0400442799422899,0.9088906737472818,0.0198472813647016,0.7922963653812102,1.0,,0.3139866361493346,0.6860133638506654,0.18793269518575,0.0085663774874104,0.0851803343732138,0.1110194743627141,0.0895908430676898,0.0061467793742025,0.1843496023049908,0.1141066096868462,0.1120303829934244,0.0034904019536029,,0.0724702225166514,0.0050693468511146,0.0058308867513493,0.0420831774642061,0.0912316034301675,0.096861142609264,0.8645777941273352,1.0,1.0,0.0010856840643493,3.292803078817247,3.0,7467.499484105912,7900.0,458.5984849272306,286.87457004660405,200.0,9522.246641387124,10000.0,4617.325638185591,0.0,9391.249960709987,9798.0,365099163,0.140625,0.84375,0.25,0.53125,0.0390625,0.1796875
Tawang,Arunachal Pradesh,27.33,1062.73,833.74,99.72,99.77,81.7,88.1,99.87,33.5,39.24,11.92,1.41,88.43,62.09,56.33,9.06,10.42,29.46,1.67,1.29,14.63,24.82,67.67,37.61,85.33,14.58,99.58,5344.81,83.84,17.31,76.79,100,0,14.76,6.24,18.76,30.37,7.1,1.89,9.04,21.14,1.17,35.44,68.32,89.61,59.07,76.33,4.51,8.51,30.28,36.37,0.99,0.82,0.73,5.07,23.97,23.41,43.2,0.938,12.0,1.0,6.093131679948326,6.0,2836.9952078435645,3572.5377135142444,0.319156270420081,0.2566754042706604,0.3324021901593048,0.0917661351499538,0.4708499635724533,0.4879176211685356,0.038948201530708,0.2759171479859698,0.1057776717915593,0.1643333007863843,0.1581425518810884,0.1259478109673203,0.0857087786632217,0.066360850526885,0.0019384900218565,1.0,0.1096884347804753,,0.0202654652718676,0.0025252273853066,0.8675208725623503,,0.3359374494766308,0.0437553796351236,0.9562446203648765,,0.2596131985357859,0.2571102789399823,0.0639106268380368,,0.1436639455270484,0.1789630446232004,,,0.5683116436459997,0.2369678897239211,0.140663342765713,0.8247976114650075,0.077096604450588,0.0603927272895304,0.0377130567948739,0.3186974677825047,0.6813025322174953,0.6813025322174953,0.3186974677825047,0.5055942109323964,0.3186974677825047,0.2266500625849599,0.7266505420652186,0.6019472555352335,0.3372683836182665,1.0,0.6546715044343611,1.0,,0.0248698870433132,0.0301652551928629,0.9449648577638238,,1.0,0.5035356138512617,0.319936476863626,0.0159584464711238,0.984041553528876,0.2625844968867591,0.0107835302423746,0.0913066974110154,0.0725399200847222,0.0214242044148684,0.047614352453414,0.3376661959877122,0.0480199750640298,,0.0091148669455689,0.0201395700798401,0.0475969085405697,0.002284213728303,0.0030228104040077,,,,1.0,1.0,1.0,0.031209281889125,4.361675658419217,4.0,10869.380445972582,8550.0,1595.944425416447,524.8171187768006,450.0,17332.19200483404,16240.0,23336.65738490778,19925.0,16379.286641657818,14706.5,12210078,0.0,0.2083333333333333,0.0416666666666666,0.0416666666666666,0.875,0.0416666666666666
West Kameng,Arunachal Pradesh,21.68,970.52,766.48,97.5,99.76,88.88,88.93,98.86,38.29,43.58,12.46,1.37,90.27,53.81,47.81,17.06,7.26,17.19,3.39,1.32,17.03,24.29,68.05,27.59,64.42,1.45,90.09,7645.46,92.03,10.02,60.97,100,0.01,10.02,2.54,19.68,24.23,23.16,11.91,13.44,15.53,1.94,25.74,76.82,66.62,37.36,50.86,4.67,9.99,19.76,30.71,0.04,0.49,0.23,13.85,38.72,19.54,45.87,0.892,12.0,2.0,6.723312680404306,7.0,3251.098572784125,3338.385349231275,0.3500881188698482,0.2811268107889464,0.3282799761573619,0.0405050941838434,0.5103554228793459,0.4302266340190958,0.0459832338259337,0.2094403680858097,0.1108128172483944,0.1955266863273397,0.1866678979848074,0.1036914726920188,0.0931475938767529,0.0793657185996754,0.0151674716491396,0.994992226019998,0.0932614238032686,0.0385206529899954,0.0457796460432781,0.007000135627875,0.8154381415355827,,0.188627591932262,0.1224199291981407,0.8775800708018593,0.0309998034826476,0.2543896026143419,0.2721000080604469,,,0.1266760419182625,0.1982865712532954,0.0239882697287174,0.0207669747314133,0.5268078758211481,0.2552668794516942,0.1528179122584008,0.8147591848122986,0.0443095059426104,0.0542281662166186,0.0867031430284723,0.1272993352282737,0.8727006647717264,0.8624774696058826,0.1375225303941174,0.5244260915769224,0.1530796282366081,0.080891370458894,0.8194503632628471,0.5596908591168462,0.3623986505102864,0.8330696473123265,0.801573584291596,1.0,,0.0027742521652047,0.0279940513625276,0.9692316964722676,0.0318672533076939,0.826176718167187,0.5719142664519451,0.1273312808943822,0.0148023954162697,0.9851976045837304,0.2554451044250878,0.0043263958238775,0.1133927990016436,0.0943265538579005,0.0016071929294618,0.0301648422799369,0.3359639334665423,0.0442348279741505,0.0008253097870295,0.016355256529273,,0.0898377188307802,0.0134347092756245,,0.0269130303102343,0.0553438973668777,0.1419560285251191,0.8520092256874932,0.8520092256874932,0.8520092256874932,0.0125485556628031,4.313455372606252,4.0,9798.599248253598,8300.0,1370.9284808688587,606.5139042104985,455.5,19523.50915626917,16817.0,29518.98748976942,21900.0,15862.910447647004,14437.5,15946069,0.0,0.25,0.0384615384615384,0.0961538461538461,0.8557692307692307,0.0096153846153846
East Kameng,Arunachal Pradesh,31.23,985.38,995.41,86.28,93.58,75.55,49.47,98.92,25.05,31.84,26.51,8.05,85.4,64.88,57.44,23.62,10.61,14.62,6.19,0.82,9.74,13.73,77.53,29.12,73.09,1.15,93.01,8611.61,74.18,9.02,78.34,98.02,0,7.26,2.38,26.39,35.67,15.84,8.45,14.24,10.23,4.75,19.64,68.7,51.65,26.21,39.51,8.9,13.89,19.54,28.98,0.62,0.22,0.72,24.9,48.16,27.39,49.75,0.681,12.0,3.0,6.872866638934891,7.0,2996.755614154218,3268.6920473082346,0.3244700351387919,0.2781009493340717,0.3227033008479325,0.0747257146792037,0.4944968385146652,0.4569908413333529,0.0379069177897997,0.2109645002934602,0.1311332026293324,0.1769803404959562,0.1674079307959938,0.0999851193465139,0.083922947929923,0.0679305140655265,0.0452239670710363,0.9938331818850992,0.1016516920056687,0.0037319670639416,0.0485532508071966,,0.846063090123193,0.0321554034137098,0.3007553747321315,0.0454904091921605,0.9545095908078396,,0.1730734722599597,0.1666465705066659,0.0247297353567894,0.0130268052318118,0.237902011822833,0.2154211491089138,0.0175605738205101,,0.5508011701421629,0.2211702278991665,0.2026054892538375,0.7924245210537578,0.0703660044971281,0.0647188735028309,0.0724906009462831,0.0691602961306021,0.9308397038693978,0.8703815799928936,0.1296184200071064,0.6693219520751781,0.095912612087202,0.3703652286875611,0.623259318341869,0.8252415637714899,0.1531601782300005,1.0,0.1741278820147847,1.0,,0.0041757921809601,0.013121974844988,0.9827022329740518,0.0617301956260108,0.8423175137416843,0.8857059095594493,0.1576083981100053,0.0098894099792556,0.9901105900207444,0.2016317958500084,0.0078364327304622,0.084552637490769,0.0821791782232738,0.0061058163699564,0.0843154139976817,0.3333330410367524,0.0510869346174793,,0.0072408922343206,0.017082275454099,0.0660957629117795,0.0106054023621821,0.0058988538455437,0.1245636387220699,0.0180014603155828,0.0959522906323047,0.8881783602606108,0.8881783602606108,0.8881783602606108,0.0585398190834172,4.7425705796113915,4.0,10939.429616554246,8800.0,1246.2811706411917,619.5944616006551,560.0,23216.124312988708,19600.0,41294.16910293925,35300.0,18181.176524513015,15828.5,12744332,0.0096153846153846,0.3365384615384615,0.1634615384615384,0.0288461538461538,0.8076923076923077,0.0
Papum Pare,Arunachal Pradesh,30.51,1039.37,1065.42,98.72,92.89,75.7,81.3,99.96,26.94,50.46,25.43,5.95,95.42,47.67,41.03,15.73,5.57,10.6,4.8,0.94,20.31,20.7,73.08,39.28,73.99,13.29,91.42,17185.22,77.31,16.53,74.3,94.58,2.94,4.61,1.92,24.92,29.72,8.95,4.99,15.62,9.13,5.3,31.08,67.98,53.38,38.44,44.36,9.47,12.8,20.61,32.68,2.64,1.17,1.97,16.14,43.66,16.1,42.69,0.85,12.0,4.0,7.963780490290754,9.0,5216.070668341116,3702.7625587835314,0.2975574525175518,0.2988473906324289,0.3608967742208353,0.0426983826291839,0.5153307115015192,0.4366165867724431,0.036559415663652,0.1667430887953478,0.0812875348379487,0.173981232709553,0.2026199046980703,0.0911441079026395,0.1276051855279013,0.1306709960420026,0.0237651990808907,0.9941317938962342,0.1558219364464835,0.0484083537471824,0.0362501565731388,0.0162054118726707,0.7430044361087401,0.0186551769541296,0.3472180433807524,0.0440186479110152,0.9559813520889848,,0.1157413913163911,0.1467599503564787,0.0162319570092642,0.0167583783957611,0.2260030598744963,0.3720934260878104,0.0195533023736224,0.0193413496064725,0.3910530390048836,0.2522258771586642,0.2838139957288364,0.5960463046714678,0.1245125302419039,0.159569978122545,0.1173763537783731,0.1077820503632091,0.882641815499527,0.8988245462280103,0.1011754537719896,0.5407635162991762,0.1633726050085045,0.2446506653621994,0.6408543620719767,0.77746389332049,0.1764669335661178,0.7327988922669396,0.7670975362795588,0.9996935981076776,0.0003079744731727,0.0230968074773531,0.0294081454657748,0.9471870725836992,0.0324977574425815,0.9675022425574183,0.465612495690529,0.1812760058480535,0.0224343340182237,0.9775656659817764,0.1613687459241575,0.024175882558454,0.0694272487146438,0.1425639519760566,0.0059812254166166,0.0633174428942679,0.3436039183378117,0.0833115260756553,0.0097013755633356,0.0105994243519984,0.0030990633357494,0.0416499170285388,0.0114932860623856,0.0009472761089479,0.029776859201073,0.0250861483472975,,1.0,1.0,1.0,0.0395248423011168,4.230634028307952,4.0,12809.810867083504,10596.0,826.6658627801233,479.2285136854296,400.0,23888.440969297295,19240.0,34094.88470435476,24955.0,18947.704429377933,16358.0,22298752,0.0404411764705882,0.3933823529411764,0.1838235294117647,0.1066176470588235,0.6617647058823529,0.0477941176470588
Upper Subansiri,Arunachal Pradesh,27.31,1052.16,1134.79,86.96,94.73,80.93,32.77,99.82,21.49,31.8,26.66,13.19,92.71,53.2,48.44,17.5,6.8,14.46,3.06,4.36,17.31,19.76,74.57,32.11,79.14,8.38,98.63,10086.7,76.24,17.85,76.34,100,0,5.9,1.28,15.43,36.79,12.17,8.06,19.18,8.96,2.77,24.95,81.55,60.42,36.69,39.21,6.62,10.61,25.44,37.54,0.5,0.1,0.31,19.76,55.33,42.77,65.6,0.574,12.0,5.0,5.7152525613666585,6.0,2086.2124287704073,3223.4663821676018,0.3624509324178609,0.2488038256951031,0.3285622961108699,0.0601829457761661,0.4857376152332746,0.4816685052319612,0.0325938795347642,0.3356388843160236,0.0987917035870735,0.1463533003425521,0.1578792452087202,0.1034345725333737,0.099409157594358,0.0534434170234087,0.0050497193944899,1.0,0.1088761110075149,0.1061487404815288,0.0338147078786866,0.0021007082892512,0.7490597323430183,0.0108607499445733,0.4387088894796802,0.0698053329305913,0.9301946670694088,0.0266184087697155,0.1404336195973532,0.4136263275908839,0.131639303410592,0.0557648262671561,0.0182063475167041,0.0330085781097548,0.0070342511212566,,0.5822741029044735,0.2506692500330034,0.1643164824685682,0.8551667762870865,0.0938813397832069,0.0404825999503166,0.0104692839793899,0.16823190384141,0.83176809615859,0.83176809615859,0.16823190384141,0.2430422240927858,0.1898674915313689,0.2032287590620489,0.7274610835862,0.5499192161475924,0.4302152874276597,0.980134503575252,0.4297005250313244,1.0,,0.0176132748598854,0.0162028124247384,0.9661839127153762,0.0151060487434151,0.9848939512565849,0.4144100737164512,0.1211564106058246,0.0628667322579403,0.9371332677420596,0.218545551741087,0.0134060826495716,0.1198446955991395,0.0707373640403818,0.0086812732534105,0.0481615297654983,0.3195121052706832,0.0525131243403256,0.0143733901485038,0.0100201938771595,0.004749420830446,0.0955519012567379,,,0.1437717586081554,,,1.0,1.0,1.0,0.0211299320435327,5.301594971264918,5.0,9717.758122552274,6925.5,1895.6564782264848,437.2231567985753,350.0,19012.81469447572,18500.0,24839.84888734338,22250.0,15705.058175790124,13491.0,9656663,0.0,0.1527777777777778,0.0,0.0277777777777777,0.9444444444444444,0.0277777777777777
Upper Siang,Arunachal Pradesh,25.8,894.05,983.18,99.46,99.82,91.75,36.32,99.13,34.6,34.75,17.05,7.06,91.52,62.01,54.03,29.95,7.37,6.85,7.55,0.56,11.94,22.06,71.71,34.01,73.54,5.37,97.14,12364.61,74.89,14.2,67.18,97.72,0.01,6.22,1.52,25.24,30.37,12.49,4.99,12.0,13.51,2.41,27.28,63.77,51.01,29.17,27.15,7.49,10.34,26.13,31.73,0.72,0.36,0.36,21.31,59.16,21.99,61.17,0.737,12.0,8.0,6.753944638633376,7.0,3192.8172352596757,3190.377231293094,0.3238532171472106,0.2217988684909363,0.4255221688376545,0.0288257455241984,0.5055329769106942,0.4630322633168794,0.0314347597724263,0.1426042964806262,0.234071622230423,0.1383504228204818,0.200251349303394,0.1188422351884652,0.1168070106477007,0.0410480889695983,0.0045269238995999,1.0,0.0047434631910631,0.0314091686273034,0.4700707725994034,0.1121249573835758,0.3816516381986541,,,0.1708466471821937,0.8291533528178062,,0.0907292520857011,0.1951686565722617,0.1522688332653813,,0.0319351643657241,0.2379026356250231,,0.0142866843837749,0.4965794855257199,0.3086968543577453,0.1919692205397037,0.7170398758136168,0.0481360911871193,0.1023440410960487,0.1324799919032152,0.1847638148369028,0.8152361851630971,0.8152361851630971,0.1847638148369028,0.65086377903391,0.2605439304759863,0.1843959559541747,0.1910295218439982,0.5459920081330003,0.4540079918669997,1.0,0.0782411677335341,1.0,,,,1.0,0.5295751810112124,0.4385496304556356,0.2449349161881471,,0.0664683995124564,0.9335316004875436,0.3328253883463986,0.0240170274182318,0.1621459364102955,0.1045362441734212,0.0240318656651115,,0.2873235730789952,0.0157643124661875,,0.008436536983701,,0.0362051236598959,,,,,,,,,0.0032140702616161,4.32311870266258,4.0,9207.455085293268,10200.0,1275.7845210930734,273.737127543563,245.0,11993.488404193416,10450.0,10763.686556974437,8450.0,12653.385634166792,13031.5,3491952,0.03125,0.34375,0.03125,0.21875,0.75,0.0
Changlang,Arunachal Pradesh,28.7,963.33,1019.25,95.15,81.8,82.3,34.08,99.21,40.54,30.51,16.75,9.03,89.08,71.4,46.34,15.06,1.62,27.49,1.81,0.0,6.73,20.86,88.56,46.94,88.06,14.09,99.25,6642.8,69.29,12.44,86.14,90.79,0.01,1.28,0.78,28.92,26.3,16.31,8.25,25.03,3.91,10.46,17.14,66.17,65.32,57.21,67.06,9.09,13.2,22.82,27.47,0.21,0.0,0.0,21.88,59.89,30.04,60.92,0.709,12.0,9.0,5.803176937281991,7.0,1766.0549305729523,3627.419495907111,0.3411080408119576,0.2538213574617796,0.3312133627477664,0.0738572389784962,0.4794182038275267,0.4679104570663001,0.0512588499528958,0.2076665344233976,0.2101657266229434,0.1473722450126804,0.2287514717746532,0.0943834267894777,0.0664443535634112,0.0354901020459397,0.0056193611500163,0.9940302660583475,0.0171410913424981,0.0911578644628093,0.5586653188929274,0.0722528548540942,0.2607828704476709,0.3995333399331221,0.484504933342133,0.1696780006769946,0.8303219993230054,0.0976325639382612,0.1067461263005476,0.2563472953526754,0.1258453422545021,0.0378259866465136,0.0393392072589203,0.1170518718111489,0.0453587468003249,0.016999160156837,0.5663933737435496,0.2931226636560152,0.0849857758761368,0.8238976076018504,0.0457059181427321,0.0449706638983715,0.0854258103570459,0.5020582151773679,0.4518456856689469,0.7396577906573861,0.2603422093426139,0.2846389109577124,0.6495864703421464,0.2165495197496475,0.400108676258156,0.4923196759159499,0.5076803240840501,0.9637666151563472,0.2578946768789751,1.0,0.0008879725297483,0.0096484028853983,0.0458768161172048,0.9424411470007732,0.0318668201715232,0.846592992544343,0.5373859277782423,0.1930149606708479,0.0163386406035406,0.9836613593964592,0.3442800072713741,0.0166649083259305,0.1217740464628502,0.0904277869182524,0.0207979784831242,0.0154354236661832,0.2854959186103519,0.0279306743076265,0.0011398711249897,0.0080959974481996,,0.0591222767530707,0.0014124891532773,,,0.0381406763025246,0.0663644837373096,1.0,1.0,1.0,0.0084329486845973,4.642928692955094,5.0,8451.280455741531,8000.0,1376.85232183948,311.7119788832535,280.0,8099.830117407348,8400.0,7747.319879224677,7600.0,11460.406534852038,11696.0,25772152,0.0178571428571428,0.2797619047619047,0.4523809523809524,0.0773809523809523,0.4583333333333333,0.0119047619047619
